Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price,Split
Hughesdale,13/30 Maroo St,3,u,S,Ray,4/03/2017,13.0,3166.0,3.0,1.0,2.0,0.0,,,Monash,-37.8909,145.0807,Southern Metropolitan,3145.0,855000.0,Train
Brighton,51 Bay St,4,h,VB,hockingstuart,15/07/2017,10.5,3186.0,4.0,3.0,2.0,498.0,226.0,1900.0,Bayside,-37.90396,144.99126,Southern Metropolitan,10579.0,2800000.0,Train
Ivanhoe,6/105 Locksley Rd,2,u,S,Miles,7/05/2016,7.9,3079.0,2.0,1.0,1.0,0.0,,1960.0,Banyule,-37.7669,145.0505,Eastern Metropolitan,5549.0,490000.0,Train
Moonee Ponds,74 Vine St,3,h,S,McDonald,8/07/2017,6.2,3039.0,3.0,1.0,2.0,459.0,,,Moonee Valley,-37.7693,144.93415,Western Metropolitan,6232.0,1320000.0,Train
Reservoir,12 Borrie St,3,h,S,Nelson,18/06/2016,11.2,3073.0,3.0,2.0,1.0,597.0,120.0,1960.0,Darebin,-37.7066,145.0203,Northern Metropolitan,21650.0,703000.0,Train
Hadfield,146 East St,4,h,S,Nelson,22/07/2017,11.2,3046.0,4.0,1.0,2.0,652.0,158.0,1960.0,Moreland,-37.70542,144.95127,Northern Metropolitan,2606.0,741000.0,Train
Bentleigh East,71 Victor Rd,4,h,S,hockingstuart,18/03/2017,13.9,3165.0,4.0,2.0,2.0,674.0,,,Glen Eira,-37.9272,145.0786,Southern Metropolitan,10969.0,1475000.0,Train
Epping,14 Garth Pl,3,h,S,HAR,12/08/2017,19.6,3076.0,3.0,2.0,1.0,210.0,,,Whittlesea,-37.63463,145.03863,Northern Metropolitan,10926.0,441000.0,Train
Spotswood,47 Hudsons Rd,3,h,S,Jas,10/09/2016,7.7,3015.0,3.0,1.0,2.0,472.0,95.0,1950.0,Hobsons Bay,-37.8302,144.8885,Western Metropolitan,1223.0,1080000.0,Train
Mount Waverley,3 Huxtable St,4,h,S,Ray,1/07/2017,14.2,3149.0,4.0,2.0,3.0,741.0,,,Monash,-37.86989000000001,145.1434,Eastern Metropolitan,13366.0,1720000.0,Train
Brighton,24 North Rd,4,h,S,Biggin,8/04/2017,11.2,3186.0,4.0,2.0,2.0,920.0,333.0,1990.0,Bayside,-37.8981,144.9902,Southern Metropolitan,10579.0,4225000.0,Train
Watsonia,25 High St,3,h,S,Barry,29/04/2017,14.9,3087.0,3.0,1.0,2.0,775.0,,,Banyule,-37.7075,145.0807,Northern Metropolitan,2329.0,895000.0,Train
Moonee Ponds,10 Chaucer St,5,h,S,Jellis,4/03/2017,6.9,3039.0,5.0,1.0,1.0,584.0,,,Moonee Valley,-37.7696,144.9229,Western Metropolitan,6232.0,1730000.0,Train
Preston,5 Bischoff St,2,h,SP,hockingstuart,25/02/2017,8.8,3072.0,2.0,1.0,1.0,529.0,528.0,,Darebin,-37.7427,144.9868,Northern Metropolitan,14577.0,900000.0,Train
Boronia,1/347 Boronia Rd,4,t,PI,Barry,12/08/2017,25.0,3155.0,4.0,2.0,2.0,261.0,,,Knox,-37.85784,145.26022,Eastern Metropolitan,9704.0,740000.0,Train
Elwood,5/15 Dickens St,2,u,S,hockingstuart,16/04/2016,7.7,3184.0,2.0,1.0,1.0,1622.0,,1970.0,Port Phillip,-37.8716,144.9869,Southern Metropolitan,8989.0,686000.0,Train
Reservoir,3/14 MacK St,3,t,S,Ray,8/10/2016,11.2,3073.0,3.0,1.0,1.0,270.0,160.0,2016.0,Darebin,-37.702,145.0148,Northern Metropolitan,21650.0,592000.0,Train
Mont Albert,55 View St,4,h,S,Fletchers,18/06/2016,11.8,3127.0,3.0,2.0,1.0,626.0,,1929.0,Whitehorse,-37.8197,145.1106,Eastern Metropolitan,2079.0,2000000.0,Train
Brighton,6 Hamilton St,3,h,S,Marshall,17/09/2016,11.2,3186.0,3.0,2.0,1.0,359.0,,,Bayside,-37.8965,145.0022,Southern Metropolitan,10579.0,2275000.0,Train
Balwyn North,21 Maud St,3,h,S,Marshall,12/11/2016,9.2,3104.0,3.0,1.0,2.0,464.0,,,Boroondara,-37.7945,145.0667,Southern Metropolitan,7809.0,1300000.0,Train
Hawthorn East,3/23 Auburn Gr,2,u,S,Jellis,22/08/2016,7.5,3123.0,2.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.8254,145.0476,Southern Metropolitan,6482.0,568000.0,Train
Strathmore,186 Mascoma St,5,h,SP,Brad,8/04/2017,9.7,3041.0,5.0,2.0,2.0,533.0,204.0,1965.0,Moonee Valley,-37.7189,144.9044,Western Metropolitan,3284.0,910000.0,Train
Moonee Ponds,12 Athol St,6,h,VB,Nelson,4/03/2017,6.9,3039.0,6.0,3.0,2.0,912.0,,,Moonee Valley,-37.77,144.9189,Western Metropolitan,6232.0,2150000.0,Train
Caulfield South,5 Filbert St,3,h,S,Gary,10/09/2016,9.3,3162.0,3.0,1.0,2.0,339.0,,,Glen Eira,-37.8906,145.0221,Southern Metropolitan,5051.0,1314000.0,Train
Blackburn,31 Stanley Gr,3,h,S,Noel,24/06/2017,13.4,3130.0,3.0,1.0,2.0,785.0,,,Whitehorse,-37.81321,145.14635,Eastern Metropolitan,5713.0,1530000.0,Train
Sunshine,47 Anderson Rd,2,h,S,GL,18/03/2017,12.6,3020.0,2.0,1.0,2.0,613.0,,,Brimbank,-37.7918,144.8268,Western Metropolitan,3755.0,551000.0,Train
Kingsville,132 Coronation St,3,h,SP,Village,6/08/2016,7.8,3012.0,3.0,2.0,2.0,275.0,145.0,1920.0,Maribyrnong,-37.8118,144.8801,Western Metropolitan,1808.0,1035000.0,Train
Richmond,249 Punt Rd,4,h,S,Biggin,22/05/2016,2.6,3121.0,4.0,1.0,0.0,254.0,124.0,1890.0,Yarra,-37.8201,144.9898,Northern Metropolitan,14949.0,905000.0,Train
Jacana,17 Sunset Bvd,2,h,S,YPA,28/05/2016,14.5,3047.0,2.0,1.0,2.0,729.0,88.0,1960.0,Hume,-37.6909,144.9136,Northern Metropolitan,851.0,472500.0,Train
Albert Park,16 Greig St,4,h,S,Greg,8/07/2017,3.0,3206.0,4.0,1.0,1.0,327.0,,,Port Phillip,-37.84118,144.95023,Southern Metropolitan,3280.0,3560000.0,Train
St Kilda,2/25 Acland St,2,t,S,Marshall,13/05/2017,6.1,3182.0,2.0,1.0,1.0,455.0,98.0,1890.0,Port Phillip,-37.8636,144.9749,Southern Metropolitan,13240.0,1077000.0,Train
Balwyn,15 Grey St,4,h,S,Jellis,19/08/2017,7.9,3103.0,4.0,2.0,2.0,766.0,,,,-37.80455,145.06478,Southern Metropolitan,5682.0,2115000.0,Train
Toorak,8/2 Douglas St,1,u,SP,hockingstuart,8/10/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8392,145.00799999999995,Southern Metropolitan,7217.0,462800.0,Train
Richmond,28 Corsair St,2,h,S,Biggin,18/06/2016,2.6,3121.0,2.0,1.0,0.0,170.0,,1910.0,Yarra,-37.8226,145.0064,Northern Metropolitan,14949.0,1145000.0,Train
Malvern,35 Evandale Rd,3,h,S,Jellis,7/11/2016,7.4,3144.0,3.0,2.0,0.0,258.0,,,Stonnington,-37.8644,145.0302,Southern Metropolitan,4675.0,1895000.0,Train
Brunswick East,10 Harrison St,3,h,S,Nelson,3/12/2016,4.5,3057.0,3.0,1.0,2.0,456.0,144.0,1950.0,Moreland,-37.7638,144.9804,Northern Metropolitan,5533.0,1310000.0,Train
Kings Park,3 Ikara Cl,3,h,S,Barry,26/08/2017,14.0,3021.0,3.0,1.0,1.0,565.0,147.0,1970.0,,-37.73574,144.77898000000005,Western Metropolitan,2878.0,560000.0,Train
South Melbourne,72 Smith St,3,h,SP,Marshall,7/05/2016,2.1,3205.0,3.0,2.0,0.0,171.0,126.0,1890.0,Port Phillip,-37.8391,144.9501,Southern Metropolitan,5943.0,1595000.0,Train
Burwood,362 Burwood Hwy,2,h,S,Lindellas,20/05/2017,11.7,3125.0,1.0,1.0,1.0,698.0,196.0,1960.0,Whitehorse,-37.8518,145.1278,Southern Metropolitan,5678.0,1815000.0,Train
Hawthorn,8/22 Connell St,2,u,S,Jellis,18/06/2016,4.6,3122.0,2.0,1.0,1.0,1228.0,,1970.0,Boroondara,-37.8185,145.0236,Southern Metropolitan,11308.0,535000.0,Train
Pascoe Vale,16 Fawkner Rd,3,h,S,Nelson,7/11/2016,9.9,3044.0,3.0,1.0,1.0,735.0,,,Moreland,-37.7282,144.9304,Northern Metropolitan,7485.0,1305000.0,Train
Toorak,23 Canberra Rd,4,h,PI,RT,15/10/2016,4.6,3142.0,4.0,3.0,2.0,732.0,367.0,1980.0,Stonnington,-37.8349,145.01,Southern Metropolitan,7217.0,4500000.0,Train
Oakleigh South,24 Columbia St,3,h,S,Buxton,9/09/2017,15.5,3167.0,3.0,1.0,2.0,704.0,120.0,1970.0,,-37.93409000000001,145.08383,South-Eastern Metropolitan,3692.0,1110000.0,Train
Coburg,27 Higinbotham St,3,h,S,Brad,7/11/2016,7.8,3058.0,3.0,1.0,1.0,372.0,125.0,1920.0,Moreland,-37.735,144.9581,Northern Metropolitan,11204.0,947000.0,Train
Kensington,118/80 Ormond St,2,u,S,Nelson,10/12/2016,4.2,3031.0,2.0,2.0,1.0,3448.0,71.0,2010.0,Melbourne,-37.7976,144.9285,Northern Metropolitan,5263.0,442000.0,Train
Doncaster,22 Bayley Gr,4,h,S,Barry,29/04/2017,13.9,3108.0,4.0,2.0,2.0,814.0,,,Manningham,-37.7859,145.12,Eastern Metropolitan,9028.0,1880000.0,Train
Camberwell,2/576 Riversdale Rd,2,u,VB,Jellis,1/07/2017,7.7,3124.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.83202,145.06095,Southern Metropolitan,8920.0,670000.0,Train
Northcote,118 Westgarth St,4,h,S,Nelson,13/05/2017,5.5,3070.0,4.0,1.0,8.0,728.0,,1900.0,Darebin,-37.7825,145.0072,Northern Metropolitan,11364.0,1822000.0,Train
Hawthorn,44 College St,3,h,S,Nelson,8/10/2016,4.6,3122.0,3.0,1.0,0.0,232.0,90.0,1900.0,Boroondara,-37.8173,145.0252,Southern Metropolitan,11308.0,1300000.0,Train
Strathmore,34 Woodland St,3,h,S,Nelson,11/02/2017,9.7,3041.0,3.0,1.0,2.0,650.0,143.0,1930.0,Moonee Valley,-37.7436,144.9308,Western Metropolitan,3284.0,1194000.0,Train
Flemington,4 Illawarra Rd,2,h,S,Nelson,12/11/2016,4.4,3031.0,2.0,1.0,0.0,202.0,,,Moonee Valley,-37.7849,144.9257,Northern Metropolitan,3593.0,860000.0,Train
Ascot Vale,10 McCully St,3,h,S,Nelson,6/08/2016,5.9,3032.0,3.0,1.0,1.0,417.0,168.0,1900.0,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567.0,1377000.0,Train
Glenroy,152 Glenroy Rd,3,h,S,Stockdale,23/09/2017,11.2,3046.0,3.0,1.0,1.0,672.0,,,,-37.70542,144.92263,Northern Metropolitan,8870.0,850000.0,Train
Footscray,19/44 Everard St,3,u,S,Jas,15/07/2017,5.1,3011.0,3.0,1.0,1.0,0.0,,,Maribyrnong,-37.79633,144.88526000000005,Western Metropolitan,7570.0,440000.0,Train
Glenroy,123 Glenroy Rd,3,h,S,Stockdale,6/08/2016,13.0,3046.0,3.0,1.0,1.0,652.0,,,Moreland,-37.7062,144.9261,Northern Metropolitan,8870.0,670000.0,Train
Sunshine West,4 Barnes Cr,3,h,S,Bells,15/07/2017,10.5,3020.0,3.0,1.0,5.0,626.0,,,Brimbank,-37.80099000000001,144.81178,Western Metropolitan,6763.0,630000.0,Train
Oak Park,59 Winifred St,4,h,S,Jellis,29/07/2017,11.2,3046.0,4.0,1.0,4.0,550.0,,1950.0,Moreland,-37.7204,144.9143,Northern Metropolitan,2651.0,921000.0,Train
Wantirna,9 Eton Sq,4,h,VB,Purplebricks,29/07/2017,14.7,3152.0,4.0,2.0,3.0,785.0,,,Knox,-37.85297,145.23815,Eastern Metropolitan,5424.0,850000.0,Train
North Melbourne,12/25 Byron St,1,u,VB,Jellis,7/11/2016,2.3,3051.0,1.0,1.0,1.0,1045.0,55.0,2011.0,Melbourne,-37.802,144.9516,Northern Metropolitan,6821.0,410000.0,Train
Sunshine West,18 Raymond St,4,h,S,Barry,16/07/2016,13.5,3020.0,3.0,1.0,1.0,700.0,130.0,1950.0,Brimbank,-37.7902,144.8102,Western Metropolitan,6763.0,621000.0,Train
Seaford,210 Seaford Rd,4,h,S,Buxton,15/07/2017,35.4,3198.0,4.0,2.0,3.0,542.0,170.0,1970.0,Frankston,-38.11161,145.15011,South-Eastern Metropolitan,8077.0,768000.0,Train
Strathmore Heights,4 Boeing Rd,4,h,S,Nelson,10/09/2016,12.5,3041.0,4.0,2.0,2.0,697.0,277.0,2012.0,Moonee Valley,-37.7141,144.8995,Western Metropolitan,389.0,1260000.0,Train
Altona,21 Harrington St,3,h,S,Barlow,17/06/2017,11.0,3018.0,3.0,1.0,1.0,600.0,,,Hobsons Bay,-37.86494,144.8157,Western Metropolitan,5301.0,853000.0,Train
Point Cook,23 Boathaven Rd,4,h,S,hockingstuart,29/07/2017,14.7,3030.0,4.0,2.0,2.0,448.0,238.0,2011.0,Wyndham,-37.91269000000001,144.73946,Western Metropolitan,15542.0,620000.0,Train
Burwood East,11 Kalista Ct,3,h,S,Fletchers,1/07/2017,14.7,3151.0,3.0,1.0,1.0,563.0,,,Whitehorse,-37.85771,145.15466,Eastern Metropolitan,4048.0,1180000.0,Train
Essendon,23 MacKay St,2,h,S,Brad,25/02/2017,8.0,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7488,144.9165,Western Metropolitan,9264.0,1255000.0,Train
South Melbourne,13/297 Dorcas St,3,t,VB,Greg,12/08/2017,1.9,3205.0,3.0,3.0,2.0,100.0,,,Port Phillip,-37.83453,144.95782,Southern Metropolitan,5943.0,1750000.0,Train
Brunswick,10 Bennie St,3,h,S,Caine,8/04/2017,5.2,3056.0,3.0,1.0,1.0,249.0,116.0,1925.0,Moreland,-37.7669,144.9664,Northern Metropolitan,11918.0,1115000.0,Train
Essendon,1/15 Gilbertson St,2,u,S,Nelson,23/04/2016,8.0,3040.0,2.0,1.0,1.0,0.0,106.0,1940.0,Moonee Valley,-37.7412,144.8974,Western Metropolitan,9264.0,736000.0,Train
Heidelberg Heights,18 Swanston St,2,h,VB,Barry,20/05/2017,10.5,3081.0,2.0,1.0,0.0,563.0,,,Banyule,-37.7383,145.0555,Eastern Metropolitan,2947.0,690000.0,Train
Heidelberg,13/77 Rosanna Rd,2,u,S,Miles,7/11/2016,10.6,3084.0,2.0,1.0,1.0,158.0,,1970.0,Banyule,-37.7512,145.0697,Eastern Metropolitan,2890.0,420000.0,Train
Taylors Hill,20 Hobart Wy,3,h,SP,YPA,22/07/2017,18.0,3037.0,3.0,2.0,1.0,343.0,119.0,2011.0,Melton,-37.7117,144.75204,Western Metropolitan,4242.0,530000.0,Train
Balwyn North,9 Stephens St,5,h,PI,Marshall,18/06/2016,9.2,3104.0,5.0,5.0,4.0,1364.0,518.0,2013.0,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809.0,4000000.0,Train
Collingwood,6/78 Oxford St,2,u,S,Jellis,4/03/2017,1.6,3066.0,2.0,1.0,1.0,0.0,97.0,1880.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0,910000.0,Train
Fairfield,254 Rathmines St,4,h,VB,Nelson,22/05/2016,5.8,3078.0,4.0,3.0,2.0,575.0,280.0,2015.0,Darebin,-37.7671,145.0176,Northern Metropolitan,2970.0,2000000.0,Train
Toorak,28 Bruce St,3,h,SP,Castran,28/05/2016,4.6,3142.0,3.0,3.0,2.0,575.0,205.0,1930.0,Stonnington,-37.8375,145.0092,Southern Metropolitan,7217.0,2250000.0,Train
Hampton,4 Brand St,4,t,S,Buxton,13/05/2017,13.7,3188.0,4.0,2.0,2.0,351.0,,,Bayside,-37.9449,145.0167,Southern Metropolitan,5454.0,1910000.0,Train
Chelsea,364 Station St,3,h,PI,Ray,29/07/2017,27.0,3196.0,3.0,1.0,2.0,463.0,,,Kingston,-38.05635,145.11836,South-Eastern Metropolitan,3906.0,750000.0,Train
Tullamarine,231 Melrose Dr,3,h,S,Jason,3/09/2017,12.9,3043.0,3.0,2.0,6.0,650.0,,,,-37.6966,144.87746,Western Metropolitan,3296.0,782000.0,Train
Cheltenham,4 Allnutt Ct,3,h,SP,Buxton,24/06/2017,17.9,3192.0,3.0,1.0,1.0,366.0,121.0,1970.0,Kingston,-37.96877,145.07484,Southern Metropolitan,9758.0,800000.0,Train
Templestowe Lower,65 Glenair St,3,h,S,Barry,4/06/2016,13.8,3107.0,3.0,2.0,2.0,643.0,135.0,1965.0,Manningham,-37.7602,145.1166,Eastern Metropolitan,5420.0,1101000.0,Train
Kew,130 Sackville St,5,h,PI,RT,16/09/2017,5.4,3101.0,5.0,4.0,2.0,892.0,,1917.0,,-37.8142,145.05973,Southern Metropolitan,10331.0,5065000.0,Train
Skye,29 Edinburgh Dr,4,h,VB,hockingstuart,1/07/2017,34.7,3977.0,4.0,2.0,2.0,631.0,,,Frankston,-38.10542,145.19951,South-Eastern Metropolitan,2756.0,640000.0,Train
Thornbury,150 Gooch St,3,h,S,YPA,3/06/2017,7.0,3071.0,3.0,1.0,1.0,435.0,,,Darebin,-37.75915,145.01043,Northern Metropolitan,8870.0,1240000.0,Train
Melbourne,43/1 Exhibition St,1,u,S,RT,23/04/2016,2.8,3000.0,1.0,1.0,0.0,0.0,,,Melbourne,-37.8159,144.972,Northern Metropolitan,17496.0,436000.0,Train
Sunshine,18 Barnett St,3,h,SP,Bells,22/05/2016,12.6,3020.0,3.0,1.0,4.0,505.0,75.0,1960.0,Brimbank,-37.7817,144.8448,Western Metropolitan,3755.0,700000.0,Train
Coburg North,45 Shorts Rd,3,h,S,Nelson,26/07/2016,9.2,3058.0,3.0,1.0,2.0,499.0,105.0,1970.0,Moreland,-37.7236,144.9576,Northern Metropolitan,3445.0,720000.0,Train
Armadale,1/31 Mercer Rd,3,u,S,Jellis,28/05/2016,6.3,3143.0,2.0,1.0,1.0,0.0,91.0,1940.0,Stonnington,-37.853,145.0264,Southern Metropolitan,4836.0,869000.0,Train
Newport,94 Mason St,2,h,SP,Williams,18/06/2016,8.4,3015.0,1.0,1.0,1.0,343.0,106.0,1920.0,Hobsons Bay,-37.8414,144.8752,Western Metropolitan,5498.0,801000.0,Train
Altona North,105 Third Av,4,h,S,Sweeney,23/09/2017,9.4,3025.0,4.0,1.0,5.0,561.0,,,,-37.83224000000001,144.85299999999995,Western Metropolitan,5132.0,970000.0,Train
West Footscray,5/28 Hampton Pde,2,h,S,Sweeney,10/09/2016,8.2,3012.0,2.0,1.0,1.0,80.0,64.0,1980.0,Maribyrnong,-37.806,144.8674,Western Metropolitan,5058.0,415000.0,Train
Sunbury,1 Heysen Dr,3,h,SP,Brad,3/06/2017,31.7,3429.0,3.0,2.0,2.0,600.0,140.0,1980.0,Hume,-37.57686,144.71023,Western Metropolitan,14092.0,410000.0,Train
Ascot Vale,10 Fenton St,2,h,S,Nelson,6/08/2016,5.9,3032.0,2.0,1.0,1.0,269.0,109.0,1900.0,Moonee Valley,-37.7748,144.929,Western Metropolitan,6567.0,1053000.0,Train
Carlton,73 Palmerston St,4,h,S,Woodards,27/11/2016,1.8,3053.0,4.0,1.0,0.0,121.0,,,Melbourne,-37.7967,144.9724,Northern Metropolitan,6786.0,1162000.0,Train
Greensborough,178 Henry St,3,h,S,Barry,3/06/2017,16.1,3088.0,3.0,1.0,3.0,570.0,,,Banyule,-37.70817,145.10028,Northern Metropolitan,8524.0,760000.0,Train
Thornbury,36 Rossmoyne St,2,h,S,Jellis,19/11/2016,6.5,3071.0,2.0,2.0,0.0,206.0,,,Darebin,-37.7576,145.0032,Northern Metropolitan,8870.0,1164000.0,Train
Melton South,51 Andrew St,3,h,S,hockingstuart,24/06/2017,29.8,3338.0,3.0,2.0,2.0,599.0,,,Melton,-37.69575,144.57894,Western Victoria,4718.0,420000.0,Train
Mill Park,14 Jasmine Dr,3,h,S,Ray,29/07/2017,17.9,3082.0,3.0,2.0,1.0,555.0,196.0,1990.0,Whittlesea,-37.6764,145.05085,Northern Metropolitan,10529.0,668000.0,Train
Strathmore,47 York St,3,h,S,Considine,12/08/2017,8.2,3041.0,3.0,2.0,1.0,304.0,,,Moonee Valley,-37.73456,144.91521,Western Metropolitan,3284.0,1016000.0,Train
Aberfeldie,3/64 Brunel St,3,u,S,Nelson,11/02/2017,9.1,3040.0,3.0,2.0,1.0,309.0,,2007.0,Moonee Valley,-37.7642,144.895,Western Metropolitan,1543.0,1160000.0,Train
Tullamarine,8/366 Melrose Dr,2,t,S,Barry,3/06/2017,12.9,3043.0,2.0,1.0,1.0,108.0,,,Hume,-37.68837,144.87122,Western Metropolitan,3296.0,355000.0,Train
Kensington,61 Bangalore St,3,h,SP,Edward,6/08/2016,4.2,3031.0,3.0,1.0,1.0,416.0,,,Melbourne,-37.7946,144.924,Northern Metropolitan,5263.0,1291000.0,Train
South Melbourne,67 Dow St,1,h,S,Greg,27/05/2017,1.9,3205.0,1.0,1.0,0.0,74.0,,1900.0,Port Phillip,-37.83627,144.9605,Southern Metropolitan,5943.0,807500.0,Train
Hawthorn East,5a Garden St,3,t,S,Jellis,17/09/2016,7.5,3123.0,3.0,2.0,2.0,0.0,,,Boroondara,-37.8356,145.0519,Southern Metropolitan,6482.0,1790000.0,Train
Heidelberg West,131 Outhwaite Rd,3,h,SP,Ray,28/08/2016,9.4,3081.0,3.0,1.0,2.0,665.0,,,Banyule,-37.739,145.0451,Eastern Metropolitan,2674.0,675000.0,Train
Kensington,12 Hardiman St,3,h,S,Rendina,15/10/2016,4.2,3031.0,3.0,1.0,0.0,0.0,,,Melbourne,-37.7957,144.93200000000004,Northern Metropolitan,5263.0,1135000.0,Train
Yallambie,34 Aminya Cr,4,h,S,Buckingham,8/07/2017,12.7,3085.0,4.0,2.0,4.0,600.0,,,Banyule,-37.72788,145.10456000000005,Northern Metropolitan,1369.0,743500.0,Train
Fawkner,19 Stanford Cl,4,h,S,Stockdale,26/07/2016,12.4,3060.0,4.0,2.0,2.0,467.0,,1997.0,Moreland,-37.6963,144.9645,Northern Metropolitan,5070.0,700500.0,Train
Brunswick,11 William St,3,t,PI,Nelson,27/06/2016,5.2,3056.0,2.0,1.0,1.0,55.0,111.0,2012.0,Moreland,-37.7611,144.9622,Northern Metropolitan,11918.0,705000.0,Train
Chelsea,30 Mulkarra Dr,3,h,S,Ray,3/06/2017,27.0,3196.0,3.0,2.0,2.0,534.0,126.0,1975.0,Kingston,-38.04683,145.1261,South-Eastern Metropolitan,3906.0,840000.0,Train
Pascoe Vale,16 Burgundy St,2,h,S,Brad,6/08/2016,9.9,3044.0,2.0,1.0,2.0,336.0,,,Moreland,-37.7323,144.9288,Northern Metropolitan,7485.0,555000.0,Train
Moorabbin,38 Royena Rd,4,h,S,C21,7/11/2016,14.6,3189.0,4.0,3.0,4.0,581.0,159.0,1960.0,Kingston,-37.9382,145.0577,Southern Metropolitan,2555.0,1000000.0,Train
Nunawading,12 Milton St,3,h,VB,Fletchers,8/07/2017,15.4,3131.0,3.0,1.0,1.0,728.0,,,Whitehorse,-37.82759,145.16751000000005,Eastern Metropolitan,4973.0,1040000.0,Train
Moonee Ponds,113 Wilson St,3,h,S,Considine,16/09/2017,6.2,3039.0,3.0,1.0,1.0,450.0,,,,-37.76375,144.93701,Western Metropolitan,6232.0,1007500.0,Train
Thornbury,13 Rayment St,3,h,S,Nelson,29/07/2017,7.0,3071.0,3.0,2.0,2.0,199.0,140.0,1999.0,Darebin,-37.75948,144.99615,Northern Metropolitan,8870.0,891000.0,Train
Brunswick,50 Davies St,2,h,S,Nelson,16/04/2016,5.2,3056.0,2.0,1.0,1.0,319.0,,,Moreland,-37.7572,144.9686,Northern Metropolitan,11918.0,830000.0,Train
Moonee Ponds,30 Tennyson St,3,h,S,Jellis,12/11/2016,6.9,3039.0,3.0,2.0,2.0,249.0,168.0,2007.0,Moonee Valley,-37.7609,144.9296,Western Metropolitan,6232.0,1505000.0,Train
Carnegie,4/62 Moonya Rd,2,u,S,Woodards,7/11/2016,11.4,3163.0,2.0,1.0,1.0,78.0,,,Glen Eira,-37.8967,145.0627,Southern Metropolitan,7822.0,625000.0,Train
Essendon,33 Deakin St,4,t,PI,Frank,6/08/2016,8.0,3040.0,3.0,3.0,2.0,374.0,267.0,2015.0,Moonee Valley,-37.7507,144.8911,Western Metropolitan,9264.0,1250000.0,Train
Ivanhoe,21 The Boulevard,2,h,S,Nelson,18/03/2017,7.9,3079.0,2.0,1.0,2.0,760.0,,,Banyule,-37.7784,145.0394,Eastern Metropolitan,5549.0,1910000.0,Train
Glen Iris,5 Ventich St,5,h,S,Marshall,12/08/2017,7.3,3146.0,5.0,2.0,2.0,847.0,,,Boroondara,-37.85611,145.08776,Southern Metropolitan,10412.0,2215000.0,Train
Clifton Hill,58 Alexandra Pde,2,h,VB,Nelson,20/05/2017,3.4,3068.0,2.0,1.0,0.0,194.0,,,Yarra,-37.7938,144.989,Northern Metropolitan,2954.0,700000.0,Train
Caulfield East,9 Lord St,2,h,SP,Woodards,10/12/2016,9.3,3145.0,2.0,1.0,2.0,0.0,,,Glen Eira,-37.8852,145.0462,Southern Metropolitan,608.0,620000.0,Train
Strathmore,27 Woolart St,4,h,S,Considine,3/09/2016,9.7,3041.0,4.0,2.0,2.0,699.0,,,Moonee Valley,-37.7207,144.9073,Western Metropolitan,3284.0,1052000.0,Train
East Melbourne,7 Webb La,2,t,S,Caine,17/06/2017,1.3,3002.0,2.0,2.0,1.0,87.0,115.0,2005.0,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040.0,1350000.0,Train
Sunshine North,94 Northumberland Rd,3,h,VB,GL,28/08/2016,13.3,3020.0,3.0,1.0,1.0,556.0,,,Brimbank,-37.7699,144.8422,Western Metropolitan,4217.0,650000.0,Train
Richmond,5/33 Davison St,1,u,VB,Marshall,29/07/2017,2.4,3121.0,1.0,1.0,1.0,0.0,43.7,1970.0,Yarra,-37.81317,145.00834,Northern Metropolitan,14949.0,330000.0,Train
Thornbury,316 Rossmoyne St,3,h,S,McGrath,3/09/2017,7.0,3071.0,4.0,2.0,3.0,530.0,145.0,1950.0,,-37.75968,145.02305,Northern Metropolitan,8870.0,1375000.0,Train
Thornbury,4 Kelvin Gr,2,h,SP,Barry,12/06/2016,6.5,3071.0,2.0,1.0,1.0,185.0,78.0,1900.0,Darebin,-37.76300000000001,145.0025,Northern Metropolitan,8870.0,944000.0,Train
Oak Park,107 New Rd,5,h,S,Nelson,16/09/2017,11.2,3046.0,5.0,2.0,4.0,838.0,,,,-37.71302,144.90338,Northern Metropolitan,2651.0,955000.0,Train
Berwick,33 Jane St,3,h,S,C21,29/07/2017,35.2,3806.0,3.0,1.0,2.0,792.0,101.0,1970.0,Casey,-38.03517,145.33886,Eastern Victoria,17093.0,620000.0,Train
Brunswick West,5 Halpin St,3,h,S,Nelson,4/06/2016,5.9,3055.0,3.0,1.0,1.0,600.0,,,Moreland,-37.769,144.9478,Northern Metropolitan,7082.0,1200000.0,Train
Brighton East,11 Summerhill Rd,2,h,S,Buxton,27/11/2016,10.7,3187.0,2.0,1.0,2.0,660.0,117.0,1930.0,Bayside,-37.9179,145.0127,Southern Metropolitan,6938.0,1813000.0,Train
